,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
1229,FU51754,Arizona,5568,Yes,Extended,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Personal Auto,Personal L2,Offer1,Agent,407,Two-Door Car,Medsize,A
1230,PB11270,Oregon,7107,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,61,2,15,0,2,Personal Auto,Personal L2,Offer1,Agent,541,Four-Door Car,Medsize,A
1231,OQ45659,Arizona,41745,No,Premium,College,1/1/11,Employed,F,45431,Suburban,Married,116,23,81,0,2,Personal Auto,Personal L3,Offer2,Branch,556,Four-Door Car,Medsize,A
1232,IB39821,Arizona,9011,No,Basic,Bachelor,1/1/11,Employed,M,88708,Urban,Married,112,6,71,0,9,Personal Auto,Personal L2,Offer2,Agent,499,Sports Car,Small,A
1233,XK11432,Arizona,4665,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Married,62,26,62,0,3,Personal Auto,Personal L2,Offer1,Branch,297,Two-Door Car,Small,A
1234,SO47345,Arizona,9403,No,Basic,Master,1/26/11,Employed,F,56410,Urban,Married,117,13,73,0,3,Personal Auto,Personal L2,Offer1,Agent,523,SUV,Medsize,A
1235,PV99529,Arizona,2724,No,Extended,Bachelor,1/7/11,Unemployed,M,0,Suburban,Divorced,77,15,31,0,1,Personal Auto,Personal L1,Offer1,Branch,404,Two-Door Car,Medsize,A
1236,PN12718,California,8681,No,Extended,Bachelor,2/3/11,Unemployed,M,0,Suburban,Married,86,6,57,2,2,Personal Auto,Personal L1,Offer2,Branch,541,Two-Door Car,Large,A
1237,WG33213,California,2808,No,Basic,Bachelor,1/23/11,Employed,F,55005,Suburban,Divorced,70,31,39,1,1,Personal Auto,Personal L2,Offer4,Call Center,336,Four-Door Car,Medsize,A
1238,LE12782,Arizona,4466,No,Basic,College,1/10/11,Employed,M,28663,Suburban,Married,61,15,8,4,7,Personal Auto,Personal L2,Offer4,Agent,292,Four-Door Car,Medsize,A
1239,WW31823,Oregon,19190,No,Basic,High School or Below,1/22/11,Employed,F,39034,Suburban,Married,68,10,55,0,2,Personal Auto,Personal L1,Offer1,Agent,466,Four-Door Car,Small,A
1240,SY86059,California,3731,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460,Four-Door Car,Large,A
1241,SB66770,Arizona,14435,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25,89,0,2,Corporate Auto,Corporate L2,Offer1,Agent,109,Two-Door Car,Medsize,A
1242,ON59472,Arizona,15771,No,Extended,High School or Below,2/26/11,Medical Leave,M,21921,Suburban,Married,206,14,44,0,3,Corporate Auto,Corporate L2,Offer1,Branch,1254,Luxury SUV,Large,A
1243,FY32647,California,12515,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Single,63,35,15,0,2,Special Auto,Special L3,Offer4,Branch,577,Two-Door Car,Medsize,A
1244,ON50913,California,12807,No,Basic,College,1/14/11,Unemployed,F,0,Suburban,Married,69,32,21,0,2,Special Auto,Special L2,Offer1,Agent,450,Four-Door Car,Small,A
1245,FY40655,Washington,39400,No,Premium,Master,1/20/11,Unemployed,M,0,Suburban,Single,181,22,96,0,2,Personal Auto,Personal L3,Offer1,Call Center,868,SUV,Medsize,A
1246,CP19929,California,2242,No,Basic,Bachelor,2/10/11,Unemployed,F,0,Suburban,Single,63,31,99,1,1,Corporate Auto,Corporate L3,Offer1,Agent,453,Two-Door Car,Medsize,A
1247,RJ68578,Oregon,8110,No,Basic,High School or Below,2/14/11,Employed,M,76879,Suburban,Married,101,20,44,0,5,Corporate Auto,Corporate L3,Offer2,Web,487,Sports Car,Large,A
1248,BK15048,Arizona,6656,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Single,69,23,32,1,2,Personal Auto,Personal L3,Offer1,Branch,496,Four-Door Car,Small,A
1249,FK75497,California,2453,No,Basic,College,1/21/11,Employed,M,83772,Rural,Divorced,62,13,76,0,1,Personal Auto,Personal L3,Offer3,Branch,42,Two-Door Car,Large,A
1250,HB68898,Oregon,20239,No,Premium,Bachelor,1/30/11,Employed,F,36116,Rural,Married,171,27,33,2,2,Corporate Auto,Corporate L1,Offer1,Branch,158,SUV,Medsize,A
1251,GM16780,Oregon,36057,No,Extended,College,2/7/11,Employed,M,90330,Rural,Single,137,0,86,3,2,Corporate Auto,Corporate L3,Offer1,Call Center,192,Sports Car,Medsize,A
1252,ES97399,Nevada,10714,No,Extended,High School or Below,2/3/11,Employed,M,55994,Suburban,Married,92,19,75,2,2,Corporate Auto,Corporate L3,Offer3,Agent,441,Four-Door Car,Medsize,A
1253,AA35519,Arizona,8002,Yes,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513,SUV,Medsize,A
1254,AS97690,Arizona,2411,No,Basic,College,2/23/11,Employed,M,54483,Suburban,Married,61,6,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292,Two-Door Car,Medsize,A
1255,RZ50353,California,6243,No,Extended,High School or Below,1/2/11,Employed,M,57734,Suburban,Divorced,78,2,64,0,3,Personal Auto,Personal L2,Offer4,Web,374,Four-Door Car,Medsize,A
1256,LQ71247,Arizona,4524,No,Basic,High School or Below,1/4/11,Unemployed,F,0,Suburban,Single,65,30,59,2,3,Personal Auto,Personal L3,Offer1,Agent,490,Four-Door Car,Small,A
1257,HV69023,California,8281,No,Basic,High School or Below,1/5/11,Medical Leave,F,19189,Suburban,Married,108,21,9,0,3,Personal Auto,Personal L2,Offer2,Web,518,SUV,Large,A
1258,RS60249,Oregon,4253,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,62,13,8,0,5,Personal Auto,Personal L2,Offer1,Branch,446,Two-Door Car,Medsize,A
1259,OB49075,Arizona,4458,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Medsize,A
1260,WI89701,California,5705,No,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,74,2,34,0,9,Personal Auto,Personal L3,Offer1,Branch,432,Two-Door Car,Medsize,A
1261,PZ47477,Arizona,8966,No,Extended,High School or Below,1/30/11,Employed,M,41829,Suburban,Married,76,11,41,0,2,Personal Auto,Personal L2,Offer2,Call Center,416,Two-Door Car,Medsize,A
1262,EY71418,Oregon,25640,No,Premium,Bachelor,1/11/11,Disabled,F,24695,Suburban,Married,168,5,83,0,2,Corporate Auto,Corporate L2,Offer1,Agent,806,SUV,Medsize,A
1263,OI48534,California,2617,No,Basic,High School or Below,2/14/11,Employed,F,98338,Rural,Single,65,13,33,0,1,Personal Auto,Personal L1,Offer3,Web,35,Four-Door Car,Medsize,A
1264,OD85990,Oregon,3964,No,Basic,Bachelor,2/14/11,Disabled,F,23474,Suburban,Divorced,102,5,21,0,1,Corporate Auto,Corporate L3,Offer1,Branch,489,SUV,Medsize,A
1265,ZJ65064,California,4921,No,Basic,College,2/5/11,Unemployed,F,0,Suburban,Single,70,28,29,0,8,Personal Auto,Personal L1,Offer3,Call Center,336,Four-Door Car,Medsize,A
1266,JK16503,California,4916,No,Basic,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,67,17,21,0,4,Personal Auto,Personal L1,Offer1,Branch,321,Two-Door Car,Medsize,A
1267,QV76563,Arizona,5070,No,Basic,Doctor,2/28/11,Unemployed,F,0,Suburban,Divorced,69,8,24,0,6,Personal Auto,Personal L2,Offer4,Agent,331,Four-Door Car,Small,A
1268,HZ28612,Washington,5626,No,Basic,College,1/5/11,Employed,F,59782,Suburban,Married,70,29,51,0,9,Personal Auto,Personal L2,Offer3,Branch,336,Four-Door Car,Small,A
1269,BR40272,California,8247,No,Premium,College,1/30/11,Employed,M,49009,Suburban,Married,105,17,28,0,7,Personal Auto,Personal L2,Offer2,Branch,504,Four-Door Car,Medsize,A
1270,SG81493,Arizona,4443,No,Premium,Bachelor,1/1/11,Employed,M,46384,Rural,Married,113,33,93,0,1,Corporate Auto,Corporate L1,Offer2,Web,251,Four-Door Car,Medsize,A
1271,CI47242,Washington,9029,No,Extended,Bachelor,2/10/11,Unemployed,M,0,Suburban,Single,138,23,93,0,3,Personal Auto,Personal L1,Offer1,Agent,1376,SUV,Small,A
1272,IA56290,Arizona,2516,No,Basic,College,2/11/11,Employed,F,88435,Rural,Married,62,16,61,0,1,Personal Auto,Personal L3,Offer3,Branch,136,Four-Door Car,Small,A
1273,VO78441,Washington,3086,No,Extended,Master,2/10/11,Medical Leave,F,19464,Suburban,Single,84,10,94,1,1,Personal Auto,Personal L2,Offer3,Agent,871,Four-Door Car,Small,A
1274,CG13512,Oregon,9015,No,Basic,College,2/8/11,Unemployed,M,0,Rural,Married,62,26,34,0,2,Personal Auto,Personal L3,Offer1,Agent,42,Two-Door Car,Medsize,A
1275,ZZ69693,California,2449,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,69,20,44,0,1,Corporate Auto,Corporate L3,Offer3,Branch,496,Four-Door Car,Large,A
1276,HF44881,Arizona,4542,No,Basic,High School or Below,1/6/11,Employed,M,29875,Suburban,Single,119,9,36,1,1,Corporate Auto,Corporate L2,Offer1,Web,571,Sports Car,Medsize,A
1277,OM13505,Washington,5047,No,Basic,Bachelor,1/14/11,Employed,M,81741,Urban,Single,64,10,94,0,8,Corporate Auto,Corporate L2,Offer1,Agent,186,Four-Door Car,Medsize,A
1278,PA20570,California,6575,No,Extended,Bachelor,2/2/11,Employed,M,84146,Suburban,Married,82,0,79,0,7,Personal Auto,Personal L1,Offer4,Agent,464,Four-Door Car,Medsize,A
1279,UX92071,Oregon,6743,No,Basic,High School or Below,1/4/11,Unemployed,M,0,Suburban,Single,199,6,37,0,1,Personal Auto,Personal L1,Offer4,Call Center,955,Luxury SUV,Medsize,A
1280,LW25030,Arizona,5046,No,Basic,Bachelor,1/17/11,Medical Leave,F,29957,Suburban,Married,65,19,72,0,7,Corporate Auto,Corporate L3,Offer1,Agent,312,Four-Door Car,Small,A
1281,LA14484,Nevada,2227,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7,38,0,1,Special Auto,Special L1,Offer3,Web,292,Four-Door Car,Medsize,A
1282,SE72928,California,9075,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L1,Offer1,Agent,158,Sports Car,Medsize,A
1283,AX36597,Arizona,5907,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Married,81,8,47,0,8,Personal Auto,Personal L3,Offer4,Branch,390,Four-Door Car,Medsize,A
1284,AZ68184,Washington,9028,No,Basic,High School or Below,1/18/11,Employed,M,76514,Suburban,Married,112,19,0,0,3,Personal Auto,Personal L3,Offer4,Agent,573,SUV,Medsize,A
1285,VY32314,Oregon,4268,No,Basic,High School or Below,2/25/11,Employed,M,43209,Suburban,Single,110,12,16,0,1,Personal Auto,Personal L3,Offer1,Web,528,Sports Car,Medsize,A
1286,UQ30615,California,7582,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23,19,0,2,Corporate Auto,Corporate L3,Offer2,Web,268,Four-Door Car,Medsize,A
1287,FD36230,California,8441,No,Basic,High School or Below,2/13/11,Employed,F,50801,Rural,Married,72,25,21,3,2,Personal Auto,Personal L2,Offer2,Agent,43,Four-Door Car,Medsize,A
1288,YV55495,Arizona,5744,No,Basic,High School or Below,1/15/11,Employed,F,68987,Urban,Married,71,11,40,0,6,Personal Auto,Personal L1,Offer1,Branch,204,Four-Door Car,Medsize,A
1289,GK21260,Oregon,10232,No,Extended,Doctor,2/17/11,Medical Leave,F,22821,Suburban,Married,131,26,99,0,3,Personal Auto,Personal L2,Offer4,Call Center,740,SUV,Medsize,A
1290,WZ92405,Nevada,7492,No,Basic,College,1/9/11,Employed,F,31723,Urban,Married,62,23,53,0,2,Personal Auto,Personal L1,Offer2,Branch,242,Two-Door Car,Medsize,A
1291,BE62503,Washington,9206,No,Extended,College,1/10/11,Retired,F,24589,Suburban,Married,82,33,39,0,2,Personal Auto,Personal L3,Offer1,Branch,511,Two-Door Car,Medsize,A
1292,XP96549,Oregon,4429,No,Basic,High School or Below,2/19/11,Employed,F,20868,Suburban,Married,112,14,11,0,1,Personal Auto,Personal L3,Offer2,Branch,537,SUV,Large,A
1293,EZ78112,California,5610,No,Basic,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307,Four-Door Car,Medsize,A
1294,FQ79356,California,2361,No,Basic,Bachelor,2/24/11,Medical Leave,F,18064,Urban,Married,63,10,45,2,1,Personal Auto,Personal L2,Offer3,Call Center,182,Four-Door Car,Medsize,A
1295,FR12423,Oregon,24127,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal Auto,Personal L3,Offer1,Agent,511,Four-Door Car,Medsize,A
1296,OY95739,Nevada,12298,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,542,SUV,Medsize,A
1297,KA62728,California,8886,No,Premium,High School or Below,1/6/11,Employed,M,87094,Rural,Single,113,20,17,1,5,Personal Auto,Personal L2,Offer3,Agent,64,Four-Door Car,Medsize,A
1298,SP81997,Washington,7752,No,Extended,Master,2/11/11,Employed,F,41275,Rural,Married,96,29,16,0,3,Personal Auto,Personal L3,Offer3,Branch,41,Four-Door Car,Large,A
1299,YC80498,California,4770,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L1,Offer1,Web,362,Two-Door Car,Medsize,A
1300,ZL37444,California,10972,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Offer2,Agent,657,Sports Car,Medsize,A
1301,TC84427,Oregon,5049,No,Basic,High School or Below,1/1/11,Employed,F,61080,Urban,Single,66,7,41,2,9,Personal Auto,Personal L3,Offer1,Call Center,294,Four-Door Car,Medsize,A
1302,NB54665,Arizona,2514,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L1,Offer2,Agent,156,Four-Door Car,Medsize,A
1303,OO96263,Nevada,11606,No,Extended,High School or Below,2/11/11,Employed,F,45893,Suburban,Married,97,3,75,0,2,Personal Auto,Personal L1,Offer2,Call Center,465,Two-Door Car,Medsize,A
1304,YQ79307,Washington,4768,No,Basic,Bachelor,1/10/11,Employed,M,51144,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223,Two-Door Car,Medsize,A
1305,LN34660,California,9463,No,Basic,College,2/21/11,Employed,F,69654,Suburban,Married,118,10,50,0,7,Corporate Auto,Corporate L3,Offer1,Branch,629,SUV,Small,A
1306,PW23851,Oregon,15251,No,Extended,Bachelor,1/15/11,Employed,F,63287,Suburban,Married,127,5,84,0,2,Personal Auto,Personal L2,Offer1,Agent,617,SUV,Small,A
1307,KP54476,California,7780,No,Extended,Master,1/22/11,Employed,M,87128,Suburban,Single,97,26,45,0,3,Personal Auto,Personal L1,Offer2,Web,495,Two-Door Car,Medsize,A
1308,UV89077,Oregon,11638,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10,77,0,2,Personal Auto,Personal L3,Offer1,Branch,489,Sports Car,Large,A
1309,MT91532,California,7326,No,Extended,Bachelor,2/12/11,Employed,M,62338,Rural,Married,92,9,61,0,4,Corporate Auto,Corporate L1,Offer1,Agent,4,Four-Door Car,Medsize,A
1310,VQ82774,California,16301,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L2,Offer2,Agent,574,Two-Door Car,Medsize,A
1311,BP53979,California,2516,No,Basic,Bachelor,2/7/11,Employed,F,48829,Urban,Single,64,23,70,1,1,Personal Auto,Personal L2,Offer1,Agent,300,Four-Door Car,Medsize,A
1312,EV57176,California,5605,No,Basic,High School or Below,1/21/11,Employed,F,21171,Suburban,Divorced,72,2,40,0,3,Corporate Auto,Corporate L3,Offer4,Call Center,345,Four-Door Car,Large,A
1313,UX18122,Washington,3690,No,Extended,Bachelor,1/17/11,Employed,F,59016,Suburban,Married,92,3,65,0,1,Corporate Auto,Corporate L1,Offer2,Web,441,Four-Door Car,Medsize,A
1314,DH68319,Oregon,2787,No,Basic,College,1/1/11,Employed,F,62506,Suburban,Married,69,3,90,0,1,Personal Auto,Personal L1,Offer1,Branch,331,Two-Door Car,Large,A
1315,BD66455,California,4920,No,Premium,High School or Below,2/9/11,Unemployed,M,0,Suburban,Single,143,13,28,0,1,Personal Auto,Personal L3,Offer1,Agent,1029,SUV,Medsize,A
1316,EL82767,Arizona,3722,No,Basic,College,1/8/11,Unemployed,F,0,Suburban,Married,109,25,61,2,1,Personal Auto,Personal L3,Offer3,Agent,523,SUV,Medsize,A
1317,YX23800,Oregon,8591,No,Basic,Bachelor,2/11/11,Employed,M,38984,Suburban,Married,73,27,38,0,2,Personal Auto,Personal L3,Offer2,Branch,350,Four-Door Car,Small,A
1318,AO42003,Oregon,16681,No,Basic,College,1/24/11,Employed,F,55907,Suburban,Married,104,23,64,0,2,Corporate Auto,Corporate L1,Offer1,Agent,499,SUV,Large,A
1319,PB16956,Oregon,7842,No,Extended,College,2/28/11,Employed,F,51001,Urban,Married,99,13,49,1,3,Personal Auto,Personal L1,Offer1,Agent,291,Four-Door Car,Medsize,A
1320,IW70308,Oregon,8257,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,424,Four-Door Car,Medsize,A
1321,LT41574,Oregon,2760,No,Basic,Bachelor,1/18/11,Employed,F,34717,Suburban,Married,70,7,33,2,1,Special Auto,Special L2,Offer1,Web,336,Four-Door Car,Medsize,A
1322,MC38650,Nevada,3963,No,Extended,High School or Below,2/2/11,Employed,M,88701,Rural,Married,99,7,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,171,Two-Door Car,Medsize,A
1323,LP86596,Arizona,2554,No,Basic,High School or Below,2/9/11,Unemployed,F,0,Suburban,Married,70,19,27,0,1,Personal Auto,Personal L3,Offer4,Agent,336,Four-Door Car,Medsize,A
1324,ZD42550,Nevada,7792,No,Basic,Master,1/3/11,Employed,F,36776,Urban,Divorced,65,21,21,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,240,Four-Door Car,Medsize,A
1325,WS68402,Oregon,2349,No,Basic,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,70,21,5,0,1,Special Auto,Special L3,Offer4,Call Center,716,Four-Door Car,Large,A
1326,CW92156,Washington,4070,No,Basic,College,1/31/11,Employed,F,37435,Urban,Single,105,3,22,0,1,Personal Auto,Personal L3,Offer3,Branch,314,SUV,Medsize,A
1327,VP57785,Oregon,4770,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L1,Offer1,Web,362,Two-Door Car,Medsize,A
1328,DQ55516,California,5408,No,Extended,Bachelor,2/4/11,Employed,F,20472,Suburban,Single,139,34,61,0,1,Corporate Auto,Corporate L3,Offer1,Agent,667,SUV,Medsize,A
1329,CK29372,California,5070,No,Basic,College,2/28/11,Employed,F,23840,Suburban,Married,64,32,66,0,7,Personal Auto,Personal L2,Offer4,Call Center,307,Four-Door Car,Small,A
1330,TW42649,Washington,2467,No,Basic,College,2/1/11,Unemployed,F,0,Urban,Married,67,0,14,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,222,Two-Door Car,Medsize,A
1331,NX34811,Nevada,8295,No,Premium,Bachelor,2/10/11,Employed,F,85478,Rural,Married,103,29,15,0,6,Personal Auto,Personal L1,Offer1,Call Center,224,Two-Door Car,Medsize,A
1332,HD82971,Arizona,3136,No,Extended,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,89,15,83,0,1,Personal Auto,Personal L1,Offer3,Agent,640,Four-Door Car,Medsize,A
1333,EN89709,Arizona,2555,No,Basic,Doctor,1/20/11,Disabled,F,18241,Rural,Married,65,17,44,0,1,Personal Auto,Personal L2,Offer3,Agent,151,Two-Door Car,Medsize,A
1334,FL69981,California,4038,No,Basic,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,110,17,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,528,SUV,Medsize,A
1335,DX65548,Arizona,4834,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L1,Offer2,Call Center,316,Four-Door Car,Medsize,A
1336,YM79169,California,2612,No,Basic,Bachelor,2/23/11,Disabled,M,19003,Rural,Married,71,29,21,0,1,Personal Auto,Personal L1,Offer3,Agent,34,Two-Door Car,Medsize,A
1337,HL84679,Oregon,3382,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Married,91,13,77,0,1,Personal Auto,Personal L3,Offer3,Call Center,436,Four-Door Car,Medsize,A
1338,IL12516,Oregon,2789,No,Basic,Bachelor,1/8/11,Medical Leave,F,15514,Suburban,Married,74,20,24,0,1,Corporate Auto,Corporate L2,Offer4,Web,355,Four-Door Car,Medsize,A
1339,XJ92660,Nevada,5017,No,Basic,Master,2/7/11,Employed,F,79814,Rural,Married,62,18,50,0,3,Personal Auto,Personal L2,Offer4,Branch,31,Four-Door Car,Medsize,A
1340,AM26717,California,3123,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L1,Offer1,Agent,960,SUV,Large,A
1341,NW67881,Oregon,12300,No,Basic,Bachelor,2/12/11,Employed,M,74586,Suburban,Married,103,14,19,0,2,Personal Auto,Personal L3,Offer2,Call Center,494,SUV,Medsize,A
1342,QM59790,Arizona,3142,No,Extended,High School or Below,2/25/11,Unemployed,F,0,Suburban,Divorced,86,17,35,0,1,Personal Auto,Personal L3,Offer4,Branch,412,Four-Door Car,Small,A
1343,DQ28641,Nevada,2665,No,Basic,High School or Below,1/9/11,Medical Leave,M,14315,Suburban,Married,71,33,16,0,1,Personal Auto,Personal L1,Offer2,Branch,511,Four-Door Car,Medsize,A
1344,AM99192,Arizona,9061,No,Basic,College,2/5/11,Employed,M,42743,Rural,Married,117,5,86,1,6,Personal Auto,Personal L3,Offer1,Call Center,101,SUV,Medsize,A
1345,HI91534,California,4571,No,Basic,College,1/11/11,Employed,F,91485,Urban,Divorced,114,2,16,0,1,Personal Auto,Personal L3,Offer3,Web,392,SUV,Small,A
1346,NA39347,California,5824,No,Basic,College,2/20/11,Employed,M,73976,Urban,Divorced,73,27,84,0,3,Personal Auto,Personal L2,Offer2,Web,338,Four-Door Car,Medsize,A
1347,MI13678,Oregon,2506,No,Basic,High School or Below,1/4/11,Employed,M,92056,Rural,Married,62,21,1,0,1,Personal Auto,Personal L3,Offer2,Branch,89,Four-Door Car,Medsize,A
1348,PS47550,California,13178,No,Basic,High School or Below,1/13/11,Employed,F,80237,Suburban,Married,108,4,71,0,2,Personal Auto,Personal L3,Offer1,Branch,776,SUV,Medsize,A
1349,DE28132,Oregon,4747,No,Extended,College,1/8/11,Employed,M,42165,Suburban,Single,123,22,66,0,1,Corporate Auto,Corporate L3,Offer1,Branch,799,SUV,Large,A
1350,TR96772,Arizona,15956,No,Extended,High School or Below,2/8/11,Employed,F,61148,Rural,Married,132,28,25,0,2,Personal Auto,Personal L3,Offer2,Branch,98,Sports Car,Small,A
1351,JG94795,Oregon,4179,No,Premium,Master,1/6/11,Employed,F,60010,Suburban,Married,103,4,86,0,1,Special Auto,Special L1,Offer2,Agent,494,Four-Door Car,Medsize,A
1352,RD61361,Arizona,6102,No,Extended,Bachelor,2/5/11,Unemployed,F,0,Suburban,Single,84,0,76,0,4,Personal Auto,Personal L3,Offer1,Branch,856,Four-Door Car,Large,A
1353,LU95652,Oregon,7305,No,Extended,College,1/30/11,Employed,M,83221,Rural,Married,91,21,63,0,3,Personal Auto,Personal L3,Offer4,Web,14,Four-Door Car,Medsize,A
1354,UU98729,California,5357,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Suburban,Married,73,14,74,0,8,Personal Auto,Personal L3,Offer1,Call Center,350,Four-Door Car,Large,A
1355,BW25236,Arizona,18453,No,Basic,College,1/13/11,Employed,M,72215,Urban,Married,66,22,23,0,2,Personal Auto,Personal L3,Offer2,Web,247,Four-Door Car,Medsize,A
